run,type,module,name,attrname,attrvalue,vectime,vecvalue
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[9].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[9].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-26-20260518-02:26:38-159846,vector,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,,,"235.49131118531 413.13547565933 643.00991828576 834.02827782195 1092.35524500728 1278.00764030902 1450.56114328239 1662.97770714346 1835.0856729646 2036.40489752985 2218.26451240316 2498.96143656701 2735.10542705758 2982.82574807122 3171.70196137177 3350.81955326883 3529.58875902322","293.56460645086 332.43030521871 262.12735703596 539.71699997916 456.36511873047 1326.1324351067 3.2295418666047 2170.544517875 37.297086905412 269.24559929302 87.440758614225 227.61952797788 37.291656951783 218.84660804733 532.64643068371 195.9049451956 373.43057908543"
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-26-20260518-02:26:38-159846,vector,LoRaNetworkTest.loRaNodes[14].app[0],emergencyVariate:vector,,,"245.49309225209 473.15014549681 689.1135907908 865.47595107058 1061.05499935277 1238.43132740485 1412.51058885841 1616.70554460641 1887.87724662509 2103.33141117748 2302.38897858858 2492.96974467761 2679.47514487242 2851.91778170866 3070.54867965376 3268.62550085667 3455.24444714283","72.924416660432 193.01236610471 859.01398273485 860.82149859973 1676.3704400698 1515.0125889703 1755.276339479 86.688269072754 21.987819393824 667.58713900019 179.72060128421 14.238691753221 66.362346830267 335.41429009524 126.67321900375 266.00786293667 470.34617265244"
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[14].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[14].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-26-20260518-02:26:38-159846,vector,LoRaNetworkTest.loRaNodes[3].app[0],emergencyVariate:vector,,,"270.850183672 530.70641381529 745.47064226527 945.18018961461 1165.33366913426 1361.00893384794 1554.96508609856 1746.07317219253 1920.03802442433 2092.32578386331 2298.87223276688 2472.62694815606 2654.70998288527 2828.71951163376 3042.26851562048 3251.60604740703 3427.99266091444","233.97098804283 199.04153001208 487.48628237406 2917.0546813652 428.92862458381 71.858005506673 647.71353160258 475.934673836 94.09802267148 1260.6658280546 1510.8482746562 1191.290514704 357.28877077776 1323.1560443915 8.5325067244112 548.9400843614 21.717249618219"
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[3].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[3].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-26-20260518-02:26:38-159846,vector,LoRaNetworkTest.loRaNodes[11].app[0],emergencyVariate:vector,,,"271.07553624018 459.92411057017 649.24331164358 838.94410580718 1056.51286516333 1229.26873605874 1404.46864462748 1595.90639890932 1778.53313319093 1991.19090708215 2205.35698338932 2391.90737918378 2585.32168066186 2764.18263762793 2967.05629716098 3162.91917169884 3380.73548591401 3553.42971889683","1109.4404761503 233.04860068918 634.85729336855 459.61983207358 501.70176341095 334.32618721233 525.14956443336 1065.3206465934 330.37678798801 321.62440204838 127.85668035751 470.98366079633 202.96293083356 705.74732047351 119.12420592898 775.10767554586 1296.2707286571 234.62973200241"
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[11].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[11].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-26-20260518-02:26:38-159846,vector,LoRaNetworkTest.loRaNodes[15].app[0],emergencyVariate:vector,,,"275.2347927378 451.66250675558 630.4942010325 843.2306539454 1029.08773255802 1250.30197428759 1450.17126367227 1670.84158963644 1872.34927112306 2094.32279726453 2270.92671246074 2480.79221369054 2665.630077583 2865.5455377627 3094.91005439371 3275.22461248573 3469.49731313233","371.39628274825 81.727979480356 1672.7722178836 68.07209328171 18.444824673154 206.14665480893 41.37316405792 940.91985272202 320.88506001523 320.99647662544 488.78244673559 341.34692100447 576.38610919801 700.88864150124 929.88383518758 210.90216379735 633.31030902445"
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[15].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.loRaNodes[15].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-26-20260518-02:26:38-159846,vector,LoRaNetworkTest.HospitalServer.app[0],urgentWaitTime:vector,,,"286.2988562507 457.6099177759 1578.28379185456 1836.79780613857 2433.57855540405 2618.93154459368 2736.81755772755 2816.95445775228 3038.51592325066 3043.98064621299 3412.92572160799 3429.70479150695 3471.81090047375","1.71212998906 1.71213041626 1.7121334197 1.71213317397 1.7121304019 1.71212998906 1.71213066997 1.7121303013 1.7121304019 1.71213059251 1.7121304019 1.71213059251 1.71213321161"
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.HospitalServer.app[0],urgentWaitTime:vector,recordingmode,vector,,
N20-26-20260518-02:26:38-159846,attr,LoRaNetworkTest.HospitalServer.app[0],urgentWaitTime:vector,title,Urgent wait time (s),,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.loRaNodes[5].app[0],emergencyVariate:vector,,,"63.44560809684 248.30130113878 459.42308238748 654.92616288046 854.95251744244 1038.03436569771 1247.57483587411 1422.82936727493 1643.59780509264 1819.31537115665 2004.35802718935 2181.62495220467 2366.44467907403 2578.71679593952 2766.40238969316 2942.84603222048 3115.07875147902 3377.94443421891 3575.4416732805","273.7476797086 1729.7226775931 591.34196017038 111.78521313062 224.9293521019 248.8863444487 1870.3655704217 388.26883135412 1056.7984048757 129.01293070166 122.30214416815 9.2540704652562 218.3781983753 89.161912203577 1835.3549572877 69.967142272235 971.43927540294 15.498771967401 569.45715106069"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[5].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[5].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.loRaNodes[6].app[0],emergencyVariate:vector,,,"64.33582519242 275.42758398037 490.17061931315 687.48615772291 873.6910415897 1047.17521567325 1251.38637402363 1482.36105522668 1656.53054571038 1837.79624063495 2026.82810871201 2203.23701649192 2442.42897772452 2637.84152038608 2810.04555115591 3032.10856472538 3204.26732041084 3382.75638471886 3560.65843505367","645.17607105777 110.46863582881 36.340928777663 376.2347711419 942.17469767122 28.30025784144 114.6023251497 841.06359270798 344.82528901662 408.80361705185 364.16562303938 269.34959037347 796.91122114776 254.308555124 133.73686920414 174.23319848741 332.97071780131 2365.6781107462 73.381455790793"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[6].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[6].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.loRaNodes[14].app[0],emergencyVariate:vector,,,"81.48444957161 334.18475904999 512.79819415287 715.22948672446 960.06292957 1158.574567397 1385.92355427665 1703.79258935751 1878.23223967851 2057.90103103933 2229.52404956689 2417.79302156519 2650.14117495655 2822.46336478366 2995.47244825673 3209.35897858502 3417.6656093988","227.92810237718 464.49556677905 231.17545450603 448.65025602583 299.13403195946 397.19243525644 476.13515046266 806.23583924141 889.70788341153 1232.682934921 525.03369547549 144.64253837222 67.405341515098 118.72644652763 1001.7259360935 396.76386297793 710.5612807649"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[14].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[14].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.HospitalServer.app[0],queueLength:vector,,,"83.19658028971 83.19658028971 193.10273190846 193.10273190846 195.76568763138 195.76568763138 213.71163103649 213.71163103649 218.34740033846 218.34740033846 229.48177492246 229.48177492246 232.86079529686 232.86079529686 259.85667938396 259.85667938396 277.13971578133 277.13971578133 335.89689227209 335.89689227209 375.66581403621 375.66581403621 378.02058175422 378.02058175422 401.37456058917 401.37456058917 409.08557160622 409.08557160622 420.02837996066 420.02837996066 462.03572616758 462.03572616758 471.21416855579 471.21416855579 491.88275111411 491.88275111411 532.2246030105 532.2246030105 553.50450604683 553.50450604683 580.66996022878 580.66996022878 591.85774246669 591.85774246669 593.92346155258 593.92346155258 656.63829422852 656.63829422852 659.20225887025 659.20225887025 689.19828952387 689.19828952387 716.94161994656 716.94161994656 733.30435406851 733.30435406851 744.51945999077 744.51945999077 750.98710867314 750.98710867314 755.44477265711 755.44477265711 791.46266732176 791.46266732176 799.09983316703 799.09983316703 807.83210166219 807.83210166219 844.94857627003 844.94857627003 868.3649607788 868.3649607788 910.64738462642 910.64738462642 926.36071917258 926.36071917258 945.27012112769 945.27012112769 961.7750602881 961.7750602881 987.25009432717 987.25009432717 1009.65451686456 1009.65451686456 1011.63203330316 1011.63203330316 1039.74649704577 1039.74649704577 1111.92631151558 1111.92631151558 1117.30943222096 1117.30943222096 1129.93040596244 1129.93040596244 1150.81617228114 1150.81617228114 1160.2866981151 1160.2866981151 1191.94484664942 1191.94484664942 1223.9159940418 1223.9159940418 1226.51300582541 1226.51300582541 1267.23235163427 1267.23235163427 1286.2475512456 1286.2475512456 1289.13551233875 1289.44260522538 1312.47761450824 1312.47761450824 1325.39054680278 1325.39054680278 1331.81266793701 1331.81266793701 1336.06153589033 1336.06153589033 1366.84028285533 1366.84028285533 1381.62316176669 1381.62316176669 1398.6619112763 1398.6619112763 1424.54149862299 1424.54149862299 1448.70669395597 1448.70669395597 1464.67444952922 1464.67444952922 1497.07782907634 1497.07782907634 1504.69188523798 1504.69188523798 1528.46776655379 1528.46776655379 1546.00513352266 1546.00513352266 1548.87689774552 1548.87689774552 1558.38873562806 1558.38873562806 1590.9865825521 1590.9865825521 1649.3314152331 1649.3314152331 1658.21255498179 1658.21255498179 1674.74399346142 1674.74399346142 1683.00384223309 1683.00384223309 1705.2903004695 1705.2903004695 1721.64048732498 1721.64048732498 1723.78096555195 1723.78096555195 1731.75834032884 1731.75834032884 1751.08933692181 1751.08933692181 1775.88470336596 1775.88470336596 1821.02750250471 1821.02750250471 1855.12639260075 1855.12639260075 1878.00882183573 1878.00882183573 1879.94437039661 1879.94437039661 1909.72496140826 1909.72496140826 1923.03884122695 1923.03884122695 1951.96154707978 1951.96154707978 2016.3235539718 2016.3235539718 2042.78471376527 2042.78471376527 2065.20456999283 2065.20456999283 2067.81419045387 2067.81419045387 2110.87255616176 2110.87255616176 2127.62176631365 2127.62176631365 2183.33708605673 2183.33708605673 2193.83039400088 2193.83039400088 2204.94914829288 2204.94914829288 2231.23618028499 2231.23618028499 2259.25868626471 2259.25868626471 2270.96891913081 2270.96891913081 2276.48443020654 2276.48443020654 2300.1558229789 2300.1558229789 2308.47283969703 2308.47283969703 2311.19678892625 2311.19678892625 2335.13267693026 2335.13267693026 2368.15681042209 2368.15681042209 2375.2465189526 2375.2465189526 2384.9199498213 2384.9199498213 2419.50515228329 2419.50515228329 2441.00555415441 2441.00555415441 2449.37281157789 2449.37281157789 2476.4008600773 2476.4008600773 2484.3972214213 2484.3972214213 2487.8058961947 2489.17885474704 2498.57195972517 2498.57195972517 2580.42892979158 2580.42892979158 2601.10632085626 2601.10632085626 2625.96229026362 2625.96229026362 2640.52873018916 2640.52873018916 2651.85330567465 2651.85330567465 2660.56639202477 2660.56639202477 2666.03085872408 2666.03085872408 2668.12426508129 2668.12426508129 2689.11775393633 2689.11775393633 2733.57801355283 2733.57801355283 2777.46430565651 2777.46430565651 2805.48910804753 2805.48910804753 2812.07153215833 2812.07153215833 2814.89113623978 2814.89113623978 2824.17549550176 2824.17549550176 2835.51664669011 2835.51664669011 2858.18390817591 2858.18390817591 2863.06199011609 2863.06199011609 2869.55635397959 2869.55635397959 2874.42911739566 2874.42911739566 2893.36595622019 2893.36595622019 2905.77531490316 2905.77531490316 2942.07114485696 2942.07114485696 2952.31771598741 2952.31771598741 2990.17824957726 2990.17824957726 2997.18457897483 2997.18457897483 3001.48952411264 3001.48952411264 3013.01215197943 3013.01215197943 3035.1309907984 3035.1309907984 3046.25313596783 3046.25313596783 3081.49285838669 3081.49285838669 3087.71533128059 3087.71533128059 3093.96448322887 3093.96448322887 3169.66031228463 3169.66031228463 3190.88256233922 3190.88256233922 3200.60045269418 3200.60045269418 3205.9794522118 3205.9794522118 3211.07110930312 3211.07110930312 3213.1705249347 3213.1705249347 3232.5277519242 3232.5277519242 3239.86332244002 3239.86332244002 3258.23917091951 3258.23917091951 3276.31301861353 3276.31301861353 3284.52272905439 3284.52272905439 3368.8378746238 3368.8378746238 3384.46851651982 3384.46851651982 3392.77497255495 3392.77497255495 3405.52970157307 3405.52970157307 3413.74311777996 3413.74311777996 3419.3777401169 3419.3777401169 3462.64712199476 3462.64712199476 3475.30969677853 3475.30969677853 3508.82512576376 3508.82512576376 3540.33832482227 3540.33832482227 3542.11737927811 3542.11737927811 3554.81661003195 3554.81661003195 3583.9137492826 3583.9137492826 3592.65206837869 3592.65206837869","1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.HospitalServer.app[0],queueLength:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.HospitalServer.app[0],queueLength:vector,title,Total queue length,,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.HospitalServer.app[0],normalWaitTime:vector,,,"83.19658028971 193.10273190846 195.76568763138 213.71163103649 218.34740033846 229.48177492246 259.85667938396 277.13971578133 335.89689227209 375.66581403621 378.02058175422 401.37456058917 409.08557160622 420.02837996066 462.03572616758 471.21416855579 532.2246030105 553.50450604683 580.66996022878 591.85774246669 593.92346155258 656.63829422852 659.20225887025 689.19828952387 716.94161994656 733.30435406851 744.51945999077 750.98710867314 755.44477265711 791.46266732176 799.09983316703 844.94857627003 868.3649607788 910.64738462642 926.36071917258 945.27012112769 961.7750602881 987.25009432717 1009.65451686456 1011.63203330316 1039.74649704577 1111.92631151558 1129.93040596244 1150.81617228114 1160.2866981151 1191.94484664942 1223.9159940418 1226.51300582541 1267.23235163427 1286.2475512456 1289.44260522538 1312.47761450824 1325.39054680278 1331.81266793701 1336.06153589033 1366.84028285533 1381.62316176669 1398.6619112763 1424.54149862299 1464.67444952922 1497.07782907634 1504.69188523798 1528.46776655379 1546.00513352266 1548.87689774552 1558.38873562806 1590.9865825521 1649.3314152331 1658.21255498179 1674.74399346142 1683.00384223309 1705.2903004695 1721.64048732498 1731.75834032884 1775.88470336596 1821.02750250471 1855.12639260075 1878.00882183573 1879.94437039661 1909.72496140826 1923.03884122695 1951.96154707978 2016.3235539718 2042.78471376527 2065.20456999283 2067.81419045387 2110.87255616176 2127.62176631365 2193.83039400088 2204.94914829288 2231.23618028499 2259.25868626471 2270.96891913081 2276.48443020654 2300.1558229789 2308.47283969703 2311.19678892625 2335.13267693026 2368.15681042209 2375.2465189526 2384.9199498213 2419.50515228329 2449.37281157789 2476.4008600773 2489.17885474704 2498.57195972517 2580.42892979158 2601.10632085626 2625.96229026362 2640.52873018916 2651.85330567465 2660.56639202477 2666.03085872408 2668.12426508129 2689.11775393633 2733.57801355283 2777.46430565651 2812.07153215833 2814.89113623978 2824.17549550176 2835.51664669011 2858.18390817591 2863.06199011609 2869.55635397959 2874.42911739566 2893.36595622019 2905.77531490316 2942.07114485696 2952.31771598741 2990.17824957726 2997.18457897483 3013.01215197943 3035.1309907984 3046.25313596783 3081.49285838669 3087.71533128059 3169.66031228463 3190.88256233922 3200.60045269418 3205.9794522118 3211.07110930312 3213.1705249347 3232.5277519242 3239.86332244002 3258.23917091951 3284.52272905439 3368.8378746238 3384.46851651982 3392.77497255495 3413.74311777996 3419.3777401169 3462.64712199476 3475.30969677853 3508.82512576376 3540.33832482227 3554.81661003195 3583.9137492826 3592.65206837869","1.7121307181 1.71213317838 1.71213040522 1.71213040544 1.71213005169 1.7121311909 1.71213056461 1.71213180096 1.7121332221 1.71213033308 1.71213067438 1.71213040522 1.71213001598 1.71213040544 1.71213306861 1.7121322418 1.7121304186 1.71213033308 1.71213001598 1.71213290922 1.71213005169 1.71213134806 1.71213040544 1.71213180096 1.7121332221 1.7121304186 1.71213033308 1.71213067438 1.71213218214 1.71213001598 1.71213040522 1.71213290944 1.71213056461 1.7121304186 1.71213033308 1.71213067438 1.7121307181 1.71213344778 1.71213040522 1.71213001598 1.71213134806 1.71213306861 1.71213067438 1.7121311909 1.7121307181 1.71213040522 1.71213005169 1.71213040544 1.71213251998 1.7121304186 2.01922345124 1.71213067438 1.71213033308 1.71213094378 1.7121311909 1.71213040522 1.7121322418 1.71213255569 1.71213134806 1.71213056461 1.7121304186 1.71213033308 1.7121336949 1.71213040522 1.71213094378 1.71213040544 1.71213005169 1.71213251998 1.71213056461 1.7121304186 1.71213163586 1.71213033308 1.71213094378 1.71213067438 1.71213255569 1.71213134806 1.7121304186 1.71213056461 1.7121307181 1.71213344778 1.71213040544 1.71213005169 1.71213001598 1.7121329226 1.71213033308 1.7121311909 1.71213040522 1.71213005169 1.71213001598 1.71213180096 1.7121307181 1.7121304186 1.71213094378 1.71213033308 1.71213040522 1.71213290944 1.71213067438 1.71213320846 1.71213134806 1.71213005169 1.71213001598 1.7121307181 1.71213033308 1.71213040522 3.08508949612 1.71213040544 1.71213385206 1.71213001598 1.71213005169 1.7121304186 1.7121307181 1.71213094378 1.71213067438 1.71213040522 1.71213040544 1.71213306861 1.71213001598 1.7121304186 1.71213005169 1.7121307181 1.71213033308 1.71213344778 1.71213040522 1.7121322418 1.71213067438 1.71213040544 1.7121311909 1.71213218214 1.71213001598 1.71213255569 1.7121307181 1.71213033308 1.71213094378 1.71213067438 1.71213040544 1.71213056461 1.71213255569 1.71213033308 1.71213001598 1.71213180096 1.7121307181 1.71213040522 1.7121304186 1.71213094378 1.71213067438 1.7121311909 1.71213255569 1.71213180096 1.71213001598 1.71213040522 1.7121307181 1.71213056461 1.71213067438 1.71213290944 1.7121311909 1.71213218214 1.71213001598 1.7121304186"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.HospitalServer.app[0],normalWaitTime:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.HospitalServer.app[0],normalWaitTime:vector,title,Normal wait time (s),,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,,,"191.39059873008 376.30845107984 563.56568037318 749.27497799876 943.55799045331 1128.21827528806 1310.76548383386 1496.9827483739 1730.04620965446 1951.4629656347 2136.77734389978 2309.48465825187 2482.68509074692 2664.3187280497 2872.71698672128 3044.54100529345 3256.52704024513 3473.59756610415","853.18593484663 65.035654725571 240.67576023608 205.76355978487 553.79352818425 290.68283691174 87.54656072999 494.80078759581 144.44516000398 107.21419329822 60.297143378549 207.01697410086 7.1541019447644 559.74252464464 345.87637660245 261.45346272104 100.27213404152 864.71271379831"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.loRaNodes[16].app[0],emergencyVariate:vector,,,"192.44022480625 518.03793793694 714.43066213188 935.17933509321 1146.86502305264 1322.37700325145 1495.6868203466 1681.29171059723 1875.21010412071 2078.4490396981 2251.57700721819 2446.72370874035 2628.10904911972 2803.77697641167 2998.45087415793 3179.92061053502 3391.2628911562","945.10739826155 154.86835576498 503.59375908166 81.555791740576 433.54349387527 1.0872058575183 63.710430199248 868.13804185492 4.6520504573761 405.94521621796 16.832686391939 716.02847533943 866.23526918259 40.658445346052 812.99718980761 523.75240804601 866.96765577546"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[16].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[16].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,,,"193.83709993799 373.95368370313 551.79237571375 742.80732965769 924.6485888395 1115.59730188788 1323.6784164697 1502.9797549049 1703.57817013642 1885.41264497688 2063.49243965975 2274.77229987346 2447.66068124481 2623.81462754183 2833.80451635703 3011.30002164635 3189.17043200614 3385.23426949754 3557.02719116343","102.50860397359 193.26526994791 902.27259662854 134.1485839381 1089.0334715287 27.542624876357 867.23805626386 1062.7963753988 1244.0297911548 458.71722704553 51.002801431397 1207.2644314724 75.837866780708 64.260236456832 574.59431323674 285.36792495965 1279.2363567002 31.170945725825 1414.5747360662"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.loRaNodes[2].app[0],emergencyVariate:vector,,,"194.05355722616 399.66243018395 590.14560955747 797.38770276181 1007.94238645934 1190.2327162442 1365.12815245011 1544.29300311744 1722.06883514673 1914.43869999631 2109.16042575654 2298.44369257368 2474.68872967208 2666.41213467607 2861.34985971087 3040.2004035827 3211.45839452948 3412.03098737474","702.77340840066 730.36714962422 234.82028511982 576.26893903879 373.23012186369 104.56800165792 356.61261907189 275.37958226595 43.448642981298 566.1841881747 252.83268843583 280.25313105102 514.32478818727 845.75337540143 353.80421801722 808.4809537407 188.91846413096 190.47132964821"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[2].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[2].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.loRaNodes[9].app[0],emergencyVariate:vector,,,"200.66957279564 441.07361454976 633.05673015034 804.99303961249 984.49087810645 1172.50437977083 1350.05137599247 1522.05476711709 1713.34655338801 1941.06122634836 2135.99940322087 2333.4205437218 2561.89691177657 2748.92741045482 2943.21130227384 3120.96854853644 3314.76204544591 3486.67144628064","341.25862519455 605.86208541127 2388.0165693498 152.72128860324 62.788239213585 1765.1863099471 302.03034112475 365.84272784508 524.15249517557 691.70145443129 54.634345800948 255.63913529008 101.25254198528 1710.034686354 2.1180045052038 275.52811511768 179.56664373604 223.55184791477"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[9].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[9].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.loRaNodes[17].app[0],emergencyVariate:vector,,,"202.57092322531 386.51844988937 561.99040684366 753.73264047497 940.07815698452 1130.26690276381 1323.73295805703 1521.15507988277 1748.49760129407 1958.42423134153 2147.1285658384 2319.14008195424 2504.25767281387 2751.67984286697 2940.35901267482 3116.59119695659 3360.63303709942 3553.10447784981","309.44812529877 181.24137511783 322.46727621139 593.58812438866 1425.8724517896 180.7781536791 565.85572542825 178.53418160044 163.29297544986 297.75936128262 334.09121913021 710.31166592855 246.81412545437 387.46161991585 261.15416590085 220.99841451776 124.7258007999 83.822476294743"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[17].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[17].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.loRaNodes[18].app[0],emergencyVariate:vector,,,"206.42698037514 378.52779896684 567.12946381832 742.54499098604 923.4099025333 1121.51794265231 1306.18243594371 1501.74640668724 1733.2237052839 1950.36948541574 2147.0026666593 2389.86625410948 2561.43318177948 2794.33393057239 2985.33334963523 3235.49842611537 3410.13679933227","2230.9955625758 1733.1439239787 639.40473131072 39.156440461677 247.62623021416 1122.8948182023 798.48503799477 382.04039107264 978.46307389762 97.974019227266 955.54192405958 621.85171656184 34.999709059966 61.672428029678 142.4392675364 34.526662186364 993.05382911816"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[18].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[18].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-27-20260518-02:26:39-159846,vector,LoRaNetworkTest.loRaNodes[19].app[0],emergencyVariate:vector,,,"209.08452245924 395.26193253671 590.48149922397 769.88369500197 970.70571247627 1317.5185520604 1491.3758961335 1711.95650934545 1901.04870064316 2089.20140088385 2263.22179479397 2444.36854374264 2658.89815801912 2840.27883209659 3029.56354179667 3240.35628533758 3494.88681701132","492.32769993064 527.85292245385 684.52669126804 173.32639600153 1156.6177312288 175.920951814 1001.1631250449 267.82816304462 16.427293706775 654.12973371799 6.5001327756969 181.53891714948 153.48815665055 634.08848856721 466.69382140143 317.01196278296 568.17090970019"
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[19].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-27-20260518-02:26:39-159846,attr,LoRaNetworkTest.loRaNodes[19].app[0],emergencyVariate:vector,title,Exponential variate samples,,
