run,type,module,name,attrname,attrvalue,vectime,vecvalue
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[19].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[19].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-17-20260518-02:26:36-159846,vector,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,,,"231.3238161331 445.09090001836 626.58470891593 817.65111799023 1055.80924019676 1227.63509855484 1441.44797992202 1613.38576954839 1811.75052733212 1985.10273705785 2162.0041025351 2352.38731837001 2717.11339387385 2892.40126019199 3066.42708852804 3242.31981203079 3428.77630747777","1105.3318446232 448.00113333259 1199.8340088436 501.20056936371 330.72942188585 229.07446959935 889.85924171163 325.31017313599 310.9023715953 108.01458925706 1313.4825749077 188.4519096011 236.18551012534 808.99010608069 447.67969337487 1394.8179343879 544.7634867878"
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[0].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-17-20260518-02:26:36-159846,vector,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,,,"233.33716529332 435.4590000957 609.52381909274 816.91914614248 1013.35028692141 1215.32012554475 1418.51567906523 1594.93813525119 1792.34443549702 1965.23418413975 2199.88169473978 2381.5059357527 2555.9048941194 2739.10925925263 2913.50658561552 3104.71010022975 3293.90683386324 3485.40643515718","1036.7644050576 700.24971802623 1119.32554419 307.29784915492 308.43721287757 835.91967215872 1223.0898682468 360.05062634229 464.86250877567 1211.4014100506 974.4491485822 367.32569370629 1500.8611521291 149.24594792452 108.8664789988 177.06637642485 218.80133449469 439.99021070224"
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[13].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-17-20260518-02:26:36-159846,vector,LoRaNetworkTest.loRaNodes[6].app[0],emergencyVariate:vector,,,"234.86206905207 416.19291526013 601.93697105694 775.36182001687 986.67719079438 1215.1729087126 1394.18519579319 1628.86059189011 1827.82555465601 1999.75603099385 2212.02535691826 2394.4707277452 2581.84185595687 2780.25979013192 2955.25488058486 3158.59938186566 3358.8855356194 3535.90158698902","658.15880328962 1107.0816182832 484.45797128635 44.318128766611 126.65294426889 1396.3597740791 26.345123240875 245.03757259313 466.18408580145 723.08259435387 35.681408025551 208.93493737885 91.519896810744 646.58474781447 196.84476629828 467.88552064699 187.2260575091 650.1530714441"
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[6].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[6].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-17-20260518-02:26:36-159846,vector,LoRaNetworkTest.loRaNodes[2].app[0],emergencyVariate:vector,,,"275.00880600375 470.3779517212 668.9778922202 865.94543200846 1077.24687519169 1272.2244134014 1454.28132458821 1652.69616843929 1831.26783379634 2003.0793728572 2176.8122595252 2356.22567254589 2552.0343900695 2749.99901727102 2950.49120054606 3192.41461101622 3375.58430440836 3574.74572047231","263.45421078304 3.1503860977605 312.19247639757 31.474596086172 388.14776218229 112.57021699373 167.6017315588 107.96734485614 1003.3607155476 11.313110209349 1150.9355534879 1969.2027950952 188.71643102426 287.02494307633 232.81826279832 302.40647294232 91.229139967224 130.62618194615"
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[2].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[2].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-17-20260518-02:26:36-159846,vector,LoRaNetworkTest.loRaNodes[1].app[0],emergencyVariate:vector,,,"291.63330487991 473.02528238898 678.04046397538 851.57176876945 1053.06809062123 1233.21563893416 1416.29745272676 1597.48253231087 1782.49841491125 1971.18789992109 2150.37711817395 2335.51489976671 2530.84893646254 2784.75097471342 2967.04007077798 3168.46898900094 3358.12417733516 3560.603006658","1156.3121664222 133.50550886372 1870.0812273258 952.7850787123 323.79446038108 330.94361211218 1000.6124594221 24.308856758356 468.9778807067 287.17206392181 536.54656759158 1075.944775249 145.05070857356 115.69939920201 367.88012012788 1157.8834621599 858.57756228501 204.98572570809"
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[1].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.loRaNodes[1].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-17-20260518-02:26:36-159846,vector,LoRaNetworkTest.HospitalServer.app[0],urgentWaitTime:vector,,,"397.50019841967 399.25320780478 472.09008209436 556.54022321819 867.65756238162 879.51478176659 1033.49336220297 1499.33807871043 1570.17152391553 1599.19466274549 1672.77310037404 1755.66615836955 2004.79150323036 2063.66252832055 2145.35819366894 2240.87258302009 2972.10187478552 3207.47393389877 3566.83389326795","1.7121347851 1.7121309527 1.71213037316 1.71213289854 1.71213037316 1.71213058318 1.71213006364 1.71213213722 1.7121316559 1.71213043462 1.7121309527 1.71213006364 1.71213037316 1.71213058318 1.71213365122 1.7121300116 1.71213006364 1.7121300116 1.71213006364"
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.HospitalServer.app[0],urgentWaitTime:vector,recordingmode,vector,,
N20-17-20260518-02:26:36-159846,attr,LoRaNetworkTest.HospitalServer.app[0],urgentWaitTime:vector,title,Urgent wait time (s),,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[12].app[0],emergencyVariate:vector,,,"69.60499175673 246.35338146898 423.2689938862 626.38611674417 809.65173256036 994.12502776072 1174.22825465639 1352.63305372387 1590.02785714114 1779.73531192475 1981.7457135396 2175.69256054065 2393.45925656107 2565.76341119799 2816.23993463084 3030.74443472953 3255.37853653331 3488.90206568949","82.429645460616 17.151019620329 458.9473301517 491.7389602013 665.49285958979 274.04072218647 31.616557817808 223.93753046526 264.00470879674 94.182477193534 94.545200000856 341.51876232507 6.7548385001618 4.0449512821643 711.42481840278 112.37402143883 476.4742967488 631.29345820266"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[12].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[12].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.HospitalServer.app[0],queueLength:vector,,,"71.31712176212 71.31712176212 184.70576734948 184.70576734948 210.2890918366 210.2890918366 215.36511646786 215.36511646786 226.69849587683 226.69849587683 236.76833701542 236.76833701542 238.5320520403 238.5320520403 262.40504492024 262.40504492024 290.49448452973 290.49448452973 359.8143638593 359.8143638593 386.38936327154 386.38936327154 405.25793932005 405.25793932005 408.23503387927 408.23503387927 424.98112389159 424.98112389159 432.47272162576 432.47272162576 435.82990924433 435.82990924433 439.58975532093 439.58975532093 444.17361394536 444.17361394536 499.60955136715 499.60955136715 518.58522233405 518.58522233405 549.9936550283 549.9936550283 574.26616461658 574.26616461658 599.2431621051 599.2431621051 601.92812737946 603.59563983046 619.48134648864 619.48134648864 628.09824925356 628.09824925356 655.93012710174 655.93012710174 696.26953438094 696.26953438094 706.17374901063 706.17374901063 754.02615957255 754.02615957255 774.77409707825 774.77409707825 778.8490712502 778.8490712502 805.10810069632 805.10810069632 811.36386256575 811.36386256575 820.50992678295 820.50992678295 828.68420337318 828.68420337318 852.26733484289 852.26733484289 874.70251056347 874.70251056347 895.93925967162 895.93925967162 946.6915652834 946.6915652834 952.38638328235 952.38638328235 986.04728901514 986.04728901514 995.83716027011 995.83716027011 998.33684941545 998.33684941545 1029.21001037554 1029.21001037554 1056.44900400326 1056.44900400326 1097.14295407924 1097.14295407924 1130.2555461964 1130.2555461964 1146.17022509663 1146.17022509663 1163.68687461926 1163.68687461926 1175.94038466178 1175.94038466178 1178.85903994719 1178.85903994719 1209.85872101192 1209.85872101192 1233.22862125127 1233.22862125127 1242.38042664128 1242.38042664128 1329.81040089346 1329.81040089346 1342.66225852162 1342.66225852162 1350.54005944511 1350.54005944511 1355.81175199509 1355.81175199509 1364.40030517839 1364.40030517839 1368.07076450173 1368.07076450173 1386.00993036634 1386.00993036634 1397.12315027427 1397.12315027427 1422.67252011995 1422.67252011995 1434.70211209055 1434.70211209055 1465.7358056049 1465.7358056049 1532.35662047297 1532.35662047297 1545.84475480228 1545.84475480228 1550.43116858295 1550.43116858295 1553.74026664144 1553.74026664144 1585.30156431023 1585.30156431023 1591.73998965053 1591.73998965053 1617.63056743549 1617.63056743549 1645.5608611616 1645.5608611616 1659.21628254088 1659.21628254088 1673.89452807129 1673.89452807129 1718.55216667306 1718.55216667306 1720.49122604415 1720.49122604415 1726.63122198838 1726.63122198838 1730.36926804337 1730.36926804337 1768.8804593031 1768.8804593031 1781.44744193014 1781.44744193014 1784.14902796821 1784.14902796821 1789.87325418242 1789.87325418242 1805.71459416277 1805.71459416277 1818.16162646122 1818.16162646122 1834.25600618258 1834.25600618258 1874.59784546235 1874.59784546235 1891.73117822094 1891.73117822094 1901.82969268125 1901.82969268125 1909.86410781826 1909.86410781826 1926.6406045247 1926.6406045247 1942.02987146936 1942.02987146936 1956.29232493648 1956.29232493648 1983.45784354499 1983.45784354499 2005.64254631697 2005.64254631697 2011.12432081315 2011.12432081315 2072.83436783667 2072.83436783667 2104.32407329954 2104.32407329954 2114.55322517181 2114.55322517181 2117.17684111544 2117.17684111544 2177.40469305004 2177.40469305004 2183.1705475523 2183.1705475523 2189.25860673941 2189.25860673941 2198.931714643 2198.931714643 2205.07471930245 2205.07471930245 2210.14577804121 2210.14577804121 2289.49462311758 2289.49462311758 2335.34333201857 2335.34333201857 2366.32572945682 2366.32572945682 2385.69694542281 2385.69694542281 2387.94582569252 2387.94582569252 2395.17138656646 2395.17138656646 2402.88542095279 2402.88542095279 2429.7767005114 2429.7767005114 2465.86947268263 2465.86947268263 2474.28550478649 2474.28550478649 2496.90316722679 2496.90316722679 2516.6822826743 2516.6822826743 2567.47554120338 2567.47554120338 2573.29822913812 2573.29822913812 2584.44841140078 2584.44841140078 2604.72310139852 2604.72310139852 2640.78921028476 2640.78921028476 2642.965673616 2642.965673616 2650.01474609753 2650.01474609753 2671.26400940206 2671.26400940206 2697.4984873751 2697.4984873751 2722.78870945866 2722.78870945866 2760.25690308739 2760.25690308739 2762.4044662267 2762.54179510362 2817.95206463623 2817.95206463623 2825.92937062884 2825.92937062884 2842.17245602124 2842.17245602124 2853.20412054904 2853.20412054904 2878.24770090568 2878.24770090568 2896.76602058795 2896.76602058795 2899.64997780312 2899.64997780312 2903.22799468977 2903.22799468977 2936.48384609697 2936.48384609697 2940.56432488502 2940.56432488502 2950.72907622333 2950.72907622333 2955.58583522482 2955.58583522482 2998.92117804545 2998.92117804545 3005.64128612367 3005.64128612367 3032.45656723892 3032.45656723892 3036.80097449461 3036.80097449461 3075.91901638271 3075.91901638271 3093.69166674697 3093.69166674697 3103.74135727701 3103.74135727701 3118.70836158218 3118.70836158218 3136.14600815901 3136.14600815901 3155.82076425147 3155.82076425147 3172.39103237463 3172.39103237463 3186.61877360618 3186.61877360618 3245.30258188994 3245.30258188994 3257.0906665387 3257.0906665387 3268.52110316324 3268.52110316324 3273.00292853034 3273.00292853034 3304.77205576585 3304.77205576585 3314.99690409118 3314.99690409118 3326.07854697829 3326.07854697829 3351.26495181429 3351.26495181429 3363.36608771807 3363.36608771807 3411.93118784918 3411.93118784918 3426.89579729953 3426.89579729953 3431.27530471171 3431.27530471171 3454.64363375514 3454.64363375514 3464.08950159182 3464.08950159182 3487.30196786428 3487.30196786428 3490.61419569488 3490.61419569488 3528.22155800682 3528.22155800682 3536.55884236681 3536.55884236681 3553.22135636347 3553.22135636347 3587.5866772141 3587.5866772141","1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.HospitalServer.app[0],queueLength:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.HospitalServer.app[0],queueLength:vector,title,Total queue length,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.HospitalServer.app[0],normalWaitTime:vector,,,"71.31712176212 184.70576734948 210.2890918366 215.36511646786 226.69849587683 236.76833701542 238.5320520403 262.40504492024 290.49448452973 359.8143638593 386.38936327154 405.25793932005 408.23503387927 424.98112389159 432.47272162576 435.82990924433 439.58975532093 444.17361394536 518.58522233405 549.9936550283 574.26616461658 599.2431621051 603.59563983046 628.09824925356 696.26953438094 706.17374901063 754.02615957255 774.77409707825 778.8490712502 805.10810069632 811.36386256575 820.50992678295 828.68420337318 852.26733484289 874.70251056347 895.93925967162 946.6915652834 952.38638328235 986.04728901514 995.83716027011 998.33684941545 1029.21001037554 1056.44900400326 1097.14295407924 1130.2555461964 1146.17022509663 1163.68687461926 1178.85903994719 1209.85872101192 1233.22862125127 1242.38042664128 1329.81040089346 1342.66225852162 1350.54005944511 1355.81175199509 1364.40030517839 1397.12315027427 1434.70211209055 1465.7358056049 1532.35662047297 1545.84475480228 1550.43116858295 1553.74026664144 1585.30156431023 1591.73998965053 1617.63056743549 1645.5608611616 1659.21628254088 1718.55216667306 1720.49122604415 1726.63122198838 1730.36926804337 1768.8804593031 1781.44744193014 1784.14902796821 1789.87325418242 1805.71459416277 1818.16162646122 1834.25600618258 1874.59784546235 1891.73117822094 1901.82969268125 1909.86410781826 1926.6406045247 1942.02987146936 1956.29232493648 1983.45784354499 2005.64254631697 2011.12432081315 2072.83436783667 2114.55322517181 2117.17684111544 2177.40469305004 2183.1705475523 2189.25860673941 2198.931714643 2205.07471930245 2210.14577804121 2289.49462311758 2335.34333201857 2366.32572945682 2385.69694542281 2387.94582569252 2402.88542095279 2429.7767005114 2465.86947268263 2474.28550478649 2496.90316722679 2516.6822826743 2573.29822913812 2584.44841140078 2604.72310139852 2640.78921028476 2642.965673616 2650.01474609753 2671.26400940206 2697.4984873751 2722.78870945866 2760.25690308739 2762.54179510362 2817.95206463623 2825.92937062884 2842.17245602124 2853.20412054904 2896.76602058795 2899.64997780312 2903.22799468977 2936.48384609697 2940.56432488502 2950.72907622333 2955.58583522482 2998.92117804545 3005.64128612367 3032.45656723892 3036.80097449461 3075.91901638271 3093.69166674697 3103.74135727701 3118.70836158218 3136.14600815901 3155.82076425147 3186.61877360618 3245.30258188994 3257.0906665387 3268.52110316324 3273.00292853034 3304.77205576585 3314.99690409118 3326.07854697829 3351.26495181429 3363.36608771807 3431.27530471171 3454.64363375514 3464.08950159182 3487.30196786428 3490.61419569488 3528.22155800682 3536.55884236681 3553.22135636347 3587.5866772141","1.71213000539 1.71213291176 1.71213057122 1.71213120325 1.7121307084 1.71213004587 1.71213029145 1.71213135858 1.71213068162 1.71213291176 1.71213057122 1.71213094712 1.71213004587 1.71213000539 1.71213029145 1.71213135858 1.71213036907 1.7121307084 1.71213068162 1.71213175474 1.71213040776 1.71213004587 3.37964302222 1.71213250939 1.71213164362 1.71213068162 1.71213291176 1.71213004587 1.71213057122 1.71213135858 1.71213000539 1.7121307084 1.71213029145 1.71213120325 1.71213287307 1.71213068162 1.71213040776 1.71213004587 1.71213057122 1.71213250939 1.7121307084 1.71213029145 1.71213036907 1.71213041583 1.71213291176 1.71213004587 1.71213057122 1.71213094712 1.71213029145 1.71213036907 1.71213068162 1.71213291176 1.71213057122 1.71213094712 1.71213004587 1.71213135858 1.71213274585 1.71213068162 1.71213291983 1.71213004587 1.7121307084 1.71213057122 1.71213135858 1.71213040776 1.71213250939 1.71213036907 1.71213041583 1.71213313065 1.71213254987 1.7121307084 1.71213094712 1.71213057122 1.71213029145 1.71213000539 1.71213040776 1.71213135858 1.71213068162 1.71213036907 1.71213041583 1.71213464581 1.7121307084 1.71213057122 1.71213175474 1.71213004587 1.71213029145 1.71213040776 1.71213000539 1.71213318562 1.71213036907 1.7121307084 1.71213057122 1.71213029145 1.71213250939 1.71213036907 1.71213068162 1.71213224041 1.71213040776 1.71213135858 1.71213057122 1.71213254987 1.71213036907 1.71213041583 1.71213040776 1.71213135858 1.71213068162 1.71213279545 1.71213057122 1.71213094712 1.71213004587 1.71213120325 1.71213135858 1.71213318562 1.71213036907 1.71213041583 1.71213057122 1.71213029145 1.71213004587 1.71213175474 1.71213370725 1.8494602355 1.71213000539 1.71213040776 1.71213164362 1.71213029145 1.71213425874 1.71213004587 1.71213094712 1.71213135858 1.71213120325 1.7121307084 1.71213068162 1.71213040776 1.71213057122 1.71213250939 1.71213029145 1.71213036907 1.71213094712 1.71213004587 1.71213120325 1.71213041583 1.71213386258 1.71213057122 1.71213214181 1.71213000539 1.71213068162 1.71213094712 1.71213370725 1.71213004587 1.7121307084 1.71213040776 1.71213041583 1.71213036907 1.71213068162 1.71213094712 1.71213004587 1.71213000539 1.71213040776 1.71213041583 1.7121332124 1.71213029145"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.HospitalServer.app[0],normalWaitTime:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.HospitalServer.app[0],normalWaitTime:vector,title,Normal wait time (s),,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[1].app[0],emergencyVariate:vector,,,"182.99363443772 358.10223094754 572.55403420882 752.31402666079 944.97943487564 1128.54341328464 1328.0982679817 1583.58943390247 1782.43689756045 1954.58019452872 2203.36258889469 2386.23369528476 2557.91505053879 2824.21724022108 2997.20904763769 3170.67890196687 3349.55282140653 3526.50942759906","682.14592787452 1547.3462424 204.79537657428 655.82336202321 982.87916958049 115.00253879018 286.65307044212 178.4002404358 733.16926761708 358.66868493954 1438.380831918 155.26348209344 71.480270518549 185.23553236698 333.92932322759 31.384086661004 849.7296509628 1403.7508755023"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[1].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[1].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[7].app[0],emergencyVariate:vector,,,"192.13937303353 386.17550025663 558.45927435735 740.13482344444 913.61300682779 1136.16872169271 1361.49383407171 1563.49531403054 1774.6627733322 1975.8708230019 2197.21958240259 2415.18060314741 2589.91249616672 2774.43457047231 2960.65696714235 3136.55502103416 3338.94654885637 3511.87179116087","92.060212945828 461.76492690481 868.80067105 90.931038496863 854.34954802786 109.59729635299 495.80933420838 121.11116596099 1472.5258381596 2532.2136580913 268.33375089626 1785.3900212085 943.92884322899 130.70398788418 443.36553107118 1586.9943142754 41.577170548939 146.53738045446"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[7].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[7].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[6].app[0],emergencyVariate:vector,,,"198.72653501384 376.03162711517 548.28152327356 728.33767475393 905.9231311105 1085.71031627695 1260.80172951254 1436.1690376984 1669.79342296818 1908.15197606352 2155.51937432599 2337.97558772532 2528.51793300966 2721.07657770392 2895.05388632921 3085.19063360543 3322.4385849573 3500.53691829897","1603.741861167 769.66671803636 93.632436423728 321.19398022656 1244.1283526959 1034.8326269742 333.15812882283 410.07968141493 151.43777444019 311.3660730023 244.63419440218 436.05830992674 84.323664169424 80.678142448789 977.73582404535 285.10313776502 232.38634611348 8.1189658438386"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[6].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[6].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[9].app[0],emergencyVariate:vector,,,"202.06812351507 382.33506765704 555.64103180751 784.74673392044 968.63587991086 1142.4290462228 1321.71155041796 1611.59836558232 1796.82986712113 1990.11091230232 2176.74653063784 2353.85358951889 2543.49548742805 2740.1076046565 2915.52550232979 3143.77925389724 3316.38646691675 3499.34920947893","241.17441247766 134.69027227041 303.87642194072 328.7272215704 1206.5003454548 1812.4592944368 186.36594662707 378.772049576 3.7586797620758 2989.7999946114 1440.7511502867 883.88871135898 25.616819914449 115.89153668431 120.4464213226 48.142142622179 242.12927777885 871.63402371143"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[9].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[9].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[17].app[0],emergencyVariate:vector,,,"204.42835482834 384.18553668832 565.51221833386 803.72386142814 984.09771093626 1185.63444705195 1394.04676232706 1594.49238714498 1872.88571081654 2051.27225261585 2235.99055152941 2430.55470883202 2620.28805161669 2815.23441952237 3058.6074790723 3243.59044974813 3425.18366265372","137.22312759002 1254.8781578362 142.7508822678 301.95568988502 157.76733026273 3.7409827695236 69.575937713918 866.45945262626 90.61769555166 2599.6998872256 38.676272419199 308.70545691118 123.80764583841 176.09064068935 166.74128555496 764.369332279 11.15260297685"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[17].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[17].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[3].app[0],emergencyVariate:vector,,,"208.57696126538 384.67723270032 600.21599680824 777.13694067898 984.33515844392 1161.97474404804 1340.9501279504 1548.71903801173 1728.65713747215 1900.11756211003 2112.84109460059 2287.78249254636 2472.57337421527 2648.30261552631 2822.61661734535 3003.92915555245 3184.90664303496 3370.54128479095","908.98491469275 482.03779396064 239.4641868919 1126.5986161285 1078.3516946616 109.85578895256 352.73295814794 1325.1892344686 562.29994834725 55.174640548248 554.46668216724 106.66792245153 166.72831561439 1591.1090708681 799.64334457765 198.09197294356 167.31790506985 1761.2245392634"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[3].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[3].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[8].app[0],emergencyVariate:vector,,,"210.78828510754 382.00789941998 576.49239322203 797.12078587449 1040.62281461109 1218.21221814673 1395.41101752842 1570.77455266303 1742.07069347392 1923.9333544364 2122.34637039581 2305.98545503075 2514.53381139406 2705.15112565767 2927.76349370839 3141.61232263981 3334.9790017626 3512.38145528194","1035.3732220761 568.51406472607 853.25161114372 175.31184076514 532.89067628058 1869.4436971424 123.4469963689 991.68609084964 25.016040239637 413.0790630063 72.421320927862 179.17192895025 279.06557929462 293.62487471141 3446.6369231233 289.64186677757 181.34763986147 346.84952257954"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[8].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[8].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[18].app[0],emergencyVariate:vector,,,"212.10251206467 405.82701912432 647.16526929268 829.00951768361 1007.76762093416 1201.1351641132 1379.31344188592 1558.55479763782 1751.93433501404 1925.73770704656 2102.14885931313 2281.26835029378 2454.2141941137 2701.29636278179 2915.17551389033 3104.13938534183 3285.06176295775 3487.32598379487","42.82142798157 1597.249100681 517.61848598319 1006.4260377906 1144.2965227539 58.33375154957 10.141430890101 697.59696029732 60.404767702047 49.906334494041 128.18399847651 1010.5503802282 801.22195499199 555.33960660513 1645.1724313477 147.06630429409 287.95213976056 232.62497459902"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[18].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[18].app[0],emergencyVariate:vector,title,Exponential variate samples,,
N20-18-20260518-02:26:37-159846,vector,LoRaNetworkTest.loRaNodes[15].app[0],emergencyVariate:vector,,,"213.65298526461 407.61935033903 653.83849336383 850.55520363964 1046.18713678353 1248.73093401326 1459.59617259013 1672.18239686804 1867.99503867033 2039.92982474171 2219.82474196376 2397.17347118025 2571.58609793487 2758.54476938014 2938.85219368177 3116.99623037893 3303.0599220586 3484.16538615324","465.25819300921 802.96498849974 405.15675874624 212.8855690831 197.81978637174 324.77719833776 30.829402327019 34.232363016583 2263.4309740942 548.88196922342 160.29057445972 33.664392829427 250.18214827784 110.28175091912 108.61968181125 1205.1217586038 142.80208782124 68.709605079074"
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[15].app[0],emergencyVariate:vector,recordingmode,vector,,
N20-18-20260518-02:26:37-159846,attr,LoRaNetworkTest.loRaNodes[15].app[0],emergencyVariate:vector,title,Exponential variate samples,,
